الاجمالي,الرصيد,الايراد,المصروف,التاريخ,ملاحظات,ID
108023,-80,,80,"05/26/25 00:00:00","مواصلات عصام ابن سينا",535
137678,29655,29665,10,"05/27/25 00:00:00","سرنجتين 10 سم",536
135833,-1845,,1845,"05/27/25 00:00:00","علبتين سرنجات 10 سم*325+10 فايل *65+3 كابولي*155+80 مشوارين",537
135443,-150,,150,"05/27/25 00:00:00","نوري1350",539
135358,-85,,85,"05/27/25 00:00:00","اوفو",540
135348,-10,,10,"05/27/25 00:00:00","ايمن فايد",541
144038,8690,8690,,"05/28/25 00:00:00","ام محمود",542
139368,0,150,150,"05/28/25 00:00:00","هدير/تم السداد1-6",546
139998,630,705,75,"05/29/25 00:00:00","نوري 1425",547
150828,10830,10845,15,"05/31/25 00:00:00","اساتك",548
150678,-150,,150,"05/31/25 00:00:00","ابو يوسف/الدكتوره",549
150403,-275,,275,"05/31/25 00:00:00","بالطوهات",550
150328,-75,,75,"05/31/25 00:00:00","نوري1500",551
81185,-69143,,69143,"06/01/25 00:00:00","مرتبات المركز",552
98340,33155,33305,150,"06/01/25 00:00:00","نوري150",554
98290,-50,,50,"06/01/25 00:00:00","بقصماط",555
96790,-1500,1200,2700,"06/01/25 00:00:00","عصام بداية من 1-8/2024--10/1 (500)",556
100193,3403,3403,,"06/01/25 00:00:00","نسبة ومرتب مروة (مرتجع) شهر 4",557
91573,-1000,,1000,"06/01/25 00:00:00","عم سعيد البواب",560
89323,-2250,,2250,"06/01/25 00:00:00","تغيير حبر طابعة الشروق",561
89323,0,100,100,"06/01/25 00:00:00","ام محمود/تم السداد",562
90748,1425,1425,,"06/01/25 00:00:00","تقفيل نوري+خصم حالة ندا خطأ في المقاس",563
93291,2543,2543,,"06/01/25 00:00:00","نسبة ومرتب مروة (مرتجع) شهر5",564
66591,-26600,,26600,"06/02/25 00:00:00","ايجار بطرس",566
65595,-6500,,6500,"06/02/25 00:00:00","د السعدني / مينا تورز",568
99225,33630,33630,,"06/03/25 00:00:00","طنطا",569
95225,-4000,,4000,"06/03/25 00:00:00","العيدية01*200",570
95225,0,1000,1000,"06/03/25 00:00:00","ام محمود/تم السداد10-6",571
94925,-300,,300,"06/03/25 00:00:00","نوري450",572
75335,-340,,340,"06/04/25 00:00:00","اورانج",574
74565,-770,,770,"06/04/25 00:00:00","فودافون",575
86520,11955,11955,,"06/04/25 00:00:00","طنطا",576
85925,-75,,75,"06/04/25 00:00:00","نوري525",580
51663,-34262,,34262,"06/10/25 00:00:00","النسبة",581
37263,-14400,,14400,"06/10/25 00:00:00","مكافأة د السعدني",582
44047,6784,6940,156,"06/10/25 00:00:00","شفت هدير الثلاثاء10-6",583
39367,-1000,,1000,"06/10/25 00:00:00","تحت حساب تليفون لخطوط العيادة/عصام",585
39342,-25,,25,"06/10/25 00:00:00","شاي",586
37342,-2000,,2000,"06/10/25 00:00:00","كهرباء/طه",587
37257,-85,,85,"06/10/25 00:00:00","جولد اي",588
36682,-500,,500,"06/11/25 00:00:00","صيانة طابعة",590
45142,8460,8460,,"06/11/25 00:00:00","طنطا",591
44142,-1000,,1000,"06/11/25 00:00:00","بنزين ابو يوسف",592
43992,-150,,150,"06/11/25 00:00:00","نوري750",593
43955,-37,,37,"06/11/25 00:00:00","ك سكر",594
44875,920,995,75,"06/12/25 00:00:00","نوري825",595
44275,1100,1100,,"06/14/25 00:00:00","تقفيل جولد اي حتى31-5",597
47020,2745,3250,505,"06/14/25 00:00:00","اقلام ودفاتر+بالطوهات+انتقالات ابن سينا ",598
47020,0,300,300,"06/14/25 00:00:00","صافي/تم السداد17-6",599
46970,-50,,50,"06/14/25 00:00:00","م/رضا",600
42970,-4000,,4000,"06/14/25 00:00:00","شهرية جاد",601
66890,-30,,30,"06/15/25 00:00:00","شاي اخضر",603
66865,-25,,25,"06/15/25 00:00:00","كوبايات",604
64245,-2300,,2300,"06/15/25 00:00:00","ماية الساحل",606
63245,-1000,,1000,"06/15/25 00:00:00","اوردر د السعدني",607
63075,-170,,170,"06/15/25 00:00:00","اوفو",608
75949,-75,,75,"06/16/25 00:00:00","نوري900",611
75929,-20,,20,"06/16/25 00:00:00","مواصلات الصواف",612
75798,-131,,131,"06/16/25 00:00:00","شاي وسكر",613
117753,41955,63655,21700,"06/17/25 00:00:00","مصطفى السعدني انستا",614
112753,-5000,,5000,"06/17/25 00:00:00","ا محمد نوار",615
112573,-180,,180,"06/17/25 00:00:00","مواصلات عصام ابن سينا+كوبايات+بادة ماوس+مشترك",616
112488,-85,,85,"06/17/25 00:00:00","جولد اي",617
112413,-75,,75,"06/17/25 00:00:00","نوري975",618
112293,-120,,120,"06/17/25 00:00:00","فاتورة مياه",619
112093,-200,,200,"06/17/25 00:00:00","طرد د سعيد",620
111743,-350,,350,"06/18/25 00:00:00","صيانة يونت عيادة 2",622
147463,-50,,50,"06/18/25 00:00:00","لزق الشروق",624
144363,-3100,,3100,"06/19/25 00:00:00","عدد20محلول*20+2 جوانتي معقم*1050+2سرنجات*260+80مواصلات",625
146433,2070,2480,410,"06/19/25 00:00:00","كوبايات+مواصلات",626
140783,-650,,650,"06/21/25 00:00:00","ابو يوسف/العربيه",628
148523,7740,7990,250,"06/21/25 00:00:00","ماوس وايرلس",629
186178,37655,37655,,"06/22/25 00:00:00","طنطا",630
186128,-50,,50,"06/22/25 00:00:00","رسالة- د محمد",631
186053,-75,,75,"06/22/25 00:00:00","نوري1125",632
186003,-50,,50,"06/22/25 00:00:00","بقسماط",633
180518,-30000,,30000,"06/23/25 00:00:00","التأمينات",635
180443,-75,,75,"06/23/25 00:00:00","نوري1200",636
179968,-320,,320,"06/23/25 00:00:00","تعاقد الشروق",638
179928,-40,,40,"06/23/25 00:00:00","مواصلات الصواف مرتين",639
179928,0,1500,1500,"06/24/25 00:00:00","الشناوي لاول الشهر/تم1-7",640
226238,49510,49850,340,"06/24/25 00:00:00","منظفات",642
225888,-350,,350,"06/24/25 00:00:00","عمولة تأمينات+مشوار",643
225388,-500,,500,"06/24/25 00:00:00","تحت حساب باندانات هدير(10*50)",644
225124,-74,,74,"06/24/25 00:00:00","سكر 2 ك",646
243544,18420,18570,150,"06/25/25 00:00:00","نوري1350",647
243224,-320,,320,"06/25/25 00:00:00","تعاقد الشروق",648
143224,-100000,,100000,"06/25/25 00:00:00","السعدني / البيت",649
123224,-20000,,20000,"06/25/25 00:00:00","اعلانات فيس حتي 3-7-2025",650
120824,-2400,,2400,"06/26/25 00:00:00","كارت نضارة طنا كفرالشيخ 2000*.75+2 ختم دائري",651
122094,1270,1270,,"06/26/25 00:00:00","طنطا",652
121619,-200,,200,"06/26/25 00:00:00","تحت حساب درج الاستقيال",654
121459,-160,,160,"06/26/25 00:00:00","مواصلات ابن سينا",655
120459,-1000,,1000,"06/28/25 00:00:00","ابو يوسف / بنزين و بسطرمه",656
131289,10830,10830,,"06/28/25 00:00:00","طنطا",657
128739,-550,,550,"06/29/25 00:00:00","مشتريات د نجوى",659
164414,35675,35725,50,"06/29/25 00:00:00","صافي",660
164464,50,50,,"06/29/25 00:00:00","زيادة حالة فادية",661
164444,-20,,20,"06/29/25 00:00:00","اكرامية الاوردرحسن فايد",662
161369,-3000,,3000,"06/30/25 00:00:00","تحت حساب كفرات الاشعه",664
161594,225,225,,"06/30/25 00:00:00","د محمد عبدالرحيم",665
175614,14020,14170,150,"06/30/25 00:00:00","نوري1575",666
175388,-20,,20,"06/30/25 00:00:00","مواصلات الصواف",669
175288,-100,,100,"06/30/25 00:00:00","عصام فيمتو",670
174288,-1000,,1000,"06/30/25 00:00:00","مصطفى السعدني الفيمتو /انستاباي",671
150863,-25000,,25000,"07/01/25 00:00:00","تحت حساب العيادة",673
93260,-1275,,1275,"07/01/25 00:00:00","كشوفات فيزيتا *140*5+كشوفات المركز5*115(دسعيد)",675
93460,200,200,,"07/01/25 00:00:00","دسعيد ",676
92460,-1000,,1000,"07/01/25 00:00:00","عم سعيد البواب",677
151105,-155,,155,"07/01/25 00:00:00","شفت هدير1-7 بديلا للفني",679
150905,-200,,200,"07/01/25 00:00:00","جولد اي",680
124305,-26600,,26600,"07/02/25 00:00:00","ايجار بطرس",681
122205,0,1250,1250,"07/02/25 00:00:00","ريهام ليوم السبت-تم7-7",683
148535,26330,26415,85,"07/02/25 00:00:00","جولد اي",684
148405,-130,,130,"07/02/25 00:00:00","شاي+2ك سكر",685
148385,-20,,20,"07/02/25 00:00:00","تاكسي الشروق حالة تبع د السعدني",686
148225,-160,,160,"07/02/25 00:00:00","شفت هدير2-7 بديلا للفني",687
121495,3270,3525,255,"07/03/25 00:00:00","جولد اي 455",689
118560,8665,9565,900,"07/05/25 00:00:00","باقي فحص تحويل محفظه",691
117545,-1015,,1015,"07/05/25 00:00:00","كهربا",692
117515,-30,,30,"07/05/25 00:00:00","ينوسن",693
117415,-100,500,600,"07/05/25 00:00:00","صافي تم سداد 500 متبقي 100",694
117330,-85,,85,"07/05/25 00:00:00","جولد اي",695
117230,-100,,100,"07/05/25 00:00:00","نوري",696
97980,-19250,,19250,"07/06/25 00:00:00","ايجار الشروق",697
